Time,temperature
15:11:15,23.5
15:11:17,23.5
15:11:21,23.5
15:11:24,23.5
15:11:27,23.5
15:11:30,23.5
15:11:33,23.5
15:11:36,23.5
15:11:39,23.5
15:11:42,23.5
15:11:45,23.5
15:11:48,23.5
15:11:51,23.5
15:11:54,23.5
15:11:57,23.5
15:12:00,23.5
15:12:03,23.5
15:12:06,23.5
15:12:09,23.5
15:12:12,23.5
15:12:15,23.5
15:12:18,23.5
15:12:21,23.5
15:12:24,23.5
15:12:27,23.5
15:12:30,23.5
15:12:33,23.5
15:12:36,23.5
15:12:39,23.5
15:12:42,23.5
15:12:45,23.5
15:12:48,23.75
15:12:51,23.5
15:12:54,23.5
15:12:57,23.5
15:13:00,23.5
15:13:03,23.5
15:13:06,23.5
15:13:10,23.5
15:13:12,23.5
15:13:15,23.5
15:13:18,23.5
15:13:21,23.25
15:13:24,23.5
15:13:27,23.5
15:13:31,23.5
15:13:33,23.5
15:13:36,23.5
15:13:39,23.5
15:13:43,23.5
15:13:45,23.5
15:13:48,23.5
15:13:52,23.75
15:13:55,23.5
15:13:57,23.5
15:14:00,23.5
15:14:04,23.75
15:14:06,23.5
15:14:09,23.75
15:14:13,23.5
15:14:16,23.5
15:14:18,23.5
15:14:21,23.5
15:14:25,23.5
15:14:28,23.5
15:14:30,23.5
15:14:34,23.5
15:14:37,23.5
15:14:40,23.5
15:14:42,23.5
15:14:46,23.5
15:14:49,23.5
15:14:51,23.5
15:14:55,23.5
15:14:58,23.5
15:15:01,23.5
15:15:03,23.5
15:15:07,23.5
15:15:10,23.5
15:15:13,23.25
15:15:15,23.5
15:15:19,23.5
15:15:22,23.5
15:15:25,23.5
15:15:28,23.5
15:15:31,23.5
15:15:34,23.5
15:15:36,23.5
15:15:40,23.5
15:15:43,23.5
15:15:46,23.5
15:15:49,23.5
15:15:52,23.5
15:15:55,23.5
15:15:58,23.5
15:16:01,23.5
15:16:04,23.5
15:16:07,23.5
15:16:10,23.5
15:16:13,23.5
15:16:16,23.5
15:16:19,23.5
15:16:22,23.5
15:16:25,23.5
15:16:28,23.5
15:16:31,23.5
15:16:34,23.5
15:16:37,23.5
15:16:40,23.5
15:16:43,23.5
15:16:46,23.5
15:16:49,23.5
15:16:52,23.5
15:16:55,23.5
15:16:58,23.5
15:17:01,23.5
15:17:04,23.5
15:17:07,23.5
15:17:10,23.5
15:17:13,23.5
15:17:17,23.5
15:17:19,23.5
15:17:22,23.5
15:17:25,23.5
15:17:29,23.5
15:17:31,23.5
15:17:34,23.5
15:17:37,23.5
15:17:40,23.5
15:17:43,23.5
15:17:46,23.5
15:17:50,23.75
15:17:52,23.5
15:17:55,23.5
15:17:58,23.5
15:18:02,23.5
15:18:04,23.5
15:18:07,23.5
