Time,temperature
15:00:14,23.0
15:00:17,23.25
15:00:20,23.25
15:00:23,23.0
15:00:26,23.25
15:00:29,23.25
15:00:32,23.25
15:00:35,23.25
15:00:39,23.25
15:00:41,23.25
15:00:44,23.25
15:00:47,23.25
15:00:51,23.5
15:00:54,23.25
15:00:56,23.25
15:00:59,23.25
15:01:03,23.25
15:01:06,23.25
15:01:08,23.25
15:01:11,23.25
15:01:15,23.25
15:01:18,23.25
15:01:20,23.25
15:01:24,23.25
15:01:27,23.25
15:01:30,23.25
15:01:32,23.25
15:01:36,23.25
15:01:39,23.25
15:01:42,23.25
15:01:45,23.25
15:01:48,23.25
15:01:51,23.25
15:01:54,23.25
15:01:57,23.25
15:02:00,23.25
15:02:03,23.25
15:02:06,23.25
15:02:09,23.25
15:02:12,23.25
15:02:15,23.25
15:02:19,23.25
15:02:22,23.25
15:02:24,23.5
15:02:27,23.25
15:02:31,23.25
15:02:34,23.25
15:02:36,23.25
15:02:40,23.25
15:02:43,23.25
