Time,temperature
13:07:06,23.75
13:07:08,23.75
13:07:12,24.0
13:07:15,24.0
13:07:18,24.0
13:07:21,23.75
13:07:24,24.0
13:07:27,24.0
13:07:30,24.0
13:07:33,24.0
13:07:36,24.0
13:07:39,24.0
13:07:42,24.0
13:07:45,24.0
13:07:48,23.75
13:07:51,24.0
13:07:54,24.0
13:07:57,23.75
13:08:00,24.0
13:08:03,24.0
13:08:07,23.75
13:08:09,23.75
13:08:12,23.75
13:08:16,23.75
13:08:19,24.0
13:08:21,23.75
13:08:24,23.75
13:08:27,24.0
13:08:30,24.0
13:08:33,23.75
13:08:37,24.0
13:08:40,24.0
13:08:42,24.0
13:08:45,24.0
13:08:49,24.0
13:08:52,23.75
13:08:54,24.0
13:08:57,24.0
13:09:01,24.0
13:09:04,24.0
13:09:06,24.0
13:09:09,23.75
13:09:13,23.75
13:09:16,23.75
13:09:18,23.75
13:09:22,23.75
13:09:25,24.0
13:09:28,24.0
13:09:31,24.0
13:09:34,24.0
13:09:37,24.0
13:09:40,23.75
13:09:43,23.75
13:09:46,23.75
13:09:49,23.75
13:09:52,24.0
13:09:55,24.0
13:09:58,24.0
13:10:01,23.75
13:10:04,23.75
13:10:07,24.0
13:10:10,24.0
13:10:13,23.75
13:10:16,24.0
13:10:19,24.0
13:10:22,24.0
13:10:25,24.0
13:10:29,24.0
13:10:31,24.0
13:10:34,24.0
13:10:37,24.0
13:10:41,24.0
13:10:43,24.0
13:10:46,24.0
13:10:50,24.0
13:10:53,24.0
13:10:55,24.0
13:10:59,24.0
13:11:02,24.0
13:11:05,24.0
13:11:07,24.0
13:11:11,24.0
13:11:14,24.0
13:11:17,24.0
13:11:19,24.0
13:11:23,24.0
13:11:26,24.0
13:11:28,24.0
13:11:31,24.0
13:11:35,24.0
13:11:38,24.0
13:11:40,24.0
13:11:44,24.0
13:11:47,24.0
13:11:50,24.0
13:11:53,24.0
13:11:56,24.0
13:11:59,24.0
13:12:02,24.0
13:12:05,24.0
13:12:08,24.0
13:12:11,24.0
13:12:14,24.0
13:12:17,24.0
13:12:20,24.0
13:12:23,24.0
13:12:26,24.0
13:12:29,24.0
13:12:32,24.0
13:12:35,24.0
13:12:39,24.0
13:12:41,24.0
13:12:44,24.0
13:12:47,24.0
13:12:51,24.0
13:12:53,24.0
13:12:56,24.0
13:12:59,24.0
13:13:03,24.0
13:13:06,24.0
13:13:08,24.0
13:13:12,24.0
13:13:15,24.0
13:13:17,24.0
13:13:20,24.0
13:13:24,24.0
13:13:27,23.75
13:13:29,24.0
13:13:33,24.0
13:13:36,24.0
13:13:39,24.0
13:13:42,24.0
13:13:45,24.0
13:13:48,24.0
13:13:51,24.0
13:13:53,24.0
13:13:57,24.0
13:14:00,24.0
13:14:03,24.0
13:14:06,24.0
13:14:09,24.0
13:14:12,24.0
13:14:15,23.75
13:14:18,24.0
13:14:21,24.0
13:14:24,23.75
13:14:27,24.0
13:14:30,24.0
13:14:33,24.0
13:14:36,24.0
13:14:39,24.0
13:14:42,24.0
13:14:45,24.0
13:14:48,24.0
13:14:51,24.0
13:14:54,24.0
13:14:57,24.0
13:15:00,24.0
13:15:03,24.0
13:15:06,23.75
