Time,temperature
14:28:22,22.75
14:28:25,22.75
14:28:28,22.75
14:28:31,22.75
14:28:34,22.75
14:28:37,22.75
14:28:40,22.75
14:28:43,22.75
14:28:46,22.75
14:28:49,22.75
14:28:52,22.75
14:28:55,22.75
14:28:58,22.75
14:29:01,22.75
14:29:04,22.75
14:29:07,23.0
14:29:10,22.75
14:29:13,23.0
14:29:16,23.0
14:29:19,23.0
14:29:22,23.0
14:29:25,23.0
14:29:28,23.0
14:29:32,23.0
14:29:34,23.0
14:29:37,23.25
14:29:40,23.0
14:29:44,23.0
14:29:46,23.0
14:29:49,23.0
14:29:53,23.25
14:29:55,23.0
14:29:58,23.0
14:30:01,23.25
14:30:05,23.0
14:30:07,23.0
14:30:10,23.25
14:30:14,23.0
14:30:17,23.0
14:30:19,23.0
14:30:22,23.0
14:30:26,23.0
14:30:29,23.25
14:30:31,nan
14:30:35,23.25
14:30:38,23.25
14:30:41,23.0
14:30:43,23.25
14:30:47,23.0
14:30:50,23.0
14:30:53,23.0
14:30:55,23.0
14:30:59,23.0
14:31:02,23.0
14:31:04,23.0
14:31:08,23.25
14:31:11,23.25
14:31:14,23.0
14:31:16,23.25
14:31:20,23.25
14:31:23,23.25
14:31:26,23.25
14:31:29,23.25
14:31:32,23.25
14:31:35,23.25
14:31:38,23.25
14:31:41,23.25
14:31:44,23.25
14:31:47,23.25
14:31:50,23.25
14:31:53,23.0
14:31:56,23.25
14:31:59,23.0
14:32:02,23.0
14:32:05,23.0
14:32:08,23.0
14:32:11,23.25
14:32:14,23.25
14:32:17,23.0
14:32:20,23.25
14:32:23,23.0
14:32:26,23.25
14:32:29,23.0
14:32:32,23.0
14:32:35,23.25
14:32:38,23.25
14:32:41,23.25
14:32:44,23.25
14:32:47,23.25
14:32:50,23.25
14:32:53,23.25
14:32:57,23.25
14:32:59,23.25
14:33:02,23.25
14:33:05,23.25
14:33:09,23.25
14:33:11,23.25
14:33:14,23.25
14:33:17,23.25
14:33:20,23.25
14:33:23,23.25
14:33:26,23.25
14:33:30,23.5
14:33:32,23.25
14:33:35,23.25
14:33:38,nan
14:33:42,23.5
14:33:44,23.25
14:33:47,23.5
14:33:51,23.25
14:33:54,23.5
14:33:56,23.25
14:33:59,23.5
14:34:03,23.5
14:34:05,23.25
14:34:08,23.5
14:34:12,23.25
14:34:15,23.25
14:34:17,23.25
14:34:20,23.25
14:34:24,23.25
14:34:27,23.25
14:34:29,23.25
14:34:33,23.25
14:34:36,23.0
14:34:39,23.25
14:34:41,23.0
14:34:45,23.0
14:34:48,23.0
14:34:50,23.0
14:34:54,23.0
14:34:57,23.0
14:35:00,23.0
14:35:02,23.0
14:35:06,23.0
14:35:09,23.0
14:35:12,23.0
14:35:15,23.0
14:35:18,23.0
14:35:21,23.0
14:35:24,23.0
14:35:27,23.0
14:35:30,23.25
14:35:33,23.25
14:35:36,23.0
14:35:39,23.0
14:35:42,23.25
14:35:45,23.25
14:35:48,23.25
14:35:51,23.0
14:35:54,23.25
14:35:57,23.25
14:36:00,23.25
14:36:03,23.25
14:36:06,23.25
14:36:09,23.25
14:36:12,23.25
14:36:15,23.25
14:36:18,23.25
14:36:21,23.25
14:36:24,23.25
14:36:27,23.25
14:36:30,23.25
14:36:33,23.25
14:36:36,23.25
14:36:39,23.25
14:36:42,23.0
14:36:45,23.0
14:36:48,23.0
14:36:51,23.0
14:36:54,23.0
14:36:57,23.25
14:37:00,23.25
14:37:03,23.25
14:37:06,23.25
14:37:09,23.25
14:37:12,23.0
14:37:16,23.25
14:37:18,23.25
14:37:21,23.25
14:37:24,23.25
14:37:28,23.25
14:37:30,23.25
14:37:33,23.25
14:37:37,23.25
14:37:40,23.25
14:37:42,23.25
14:37:45,23.25
14:37:49,23.25
14:37:51,23.25
14:37:54,23.0
14:37:58,23.25
14:38:01,23.25
14:38:03,23.25
14:38:06,23.25
14:38:10,23.0
14:38:13,23.0
14:38:15,23.0
14:38:19,23.0
14:38:22,23.0
14:38:24,23.0
14:38:27,23.0
14:38:31,23.0
14:38:34,23.0
14:38:36,22.75
14:38:39,23.0
14:38:43,22.75
14:38:46,22.75
14:38:48,22.75
14:38:52,22.75
14:38:55,23.0
14:38:58,23.0
14:39:00,23.0
14:39:04,23.0
14:39:07,23.0
14:39:10,23.0
14:39:13,23.0
14:39:16,23.0
14:40:31,23.25
14:40:34,23.0
14:40:37,23.0
14:40:43,23.25
14:41:49,23.0
14:41:52,23.0
14:43:04,22.75
14:43:07,22.75
14:43:10,22.5
14:43:13,22.75
14:43:16,23.0
14:43:22,22.75
14:45:14,23.0
14:45:16,22.75
14:45:19,23.0
14:45:22,23.0
14:45:26,23.0
14:45:28,23.0
14:45:31,23.0
14:45:34,23.0
14:45:38,23.0
14:45:40,23.0
14:45:43,23.0
14:45:47,23.0
14:45:49,23.0
14:45:52,23.0
14:45:56,23.25
14:45:59,23.0
14:46:01,23.0
14:46:04,23.25
14:46:08,23.25
14:46:11,23.25
14:46:13,23.0
14:46:17,23.0
14:46:20,23.0
14:46:23,23.0
14:46:25,22.75
14:46:29,23.0
14:46:32,22.75
14:46:34,22.75
14:46:38,22.75
14:46:41,22.75
14:46:44,22.75
14:46:46,22.75
14:46:50,22.75
14:46:53,22.75
14:46:56,22.75
14:46:58,22.75
14:47:02,22.75
14:47:05,nan
14:47:08,22.75
14:47:11,22.75
14:47:17,22.75
14:47:20,22.75
14:47:23,23.0
14:47:26,22.75
14:47:29,22.75
14:47:32,22.75
14:47:35,22.75
14:47:38,22.75
14:47:41,22.75
14:47:44,22.75
14:47:47,22.75
14:47:50,22.75
14:47:53,22.75
