Time,temperature
15:54:28,24.75
15:54:28,24.75
15:54:30,24.75
15:54:31,24.75
15:54:32,24.75
15:54:33,24.75
15:54:34,24.75
15:54:35,24.75
15:54:36,24.75
15:54:37,24.75
15:54:38,24.75
15:54:39,24.75
15:54:40,24.75
15:54:41,24.75
15:54:42,24.75
15:54:43,24.75
15:54:44,24.75
15:54:45,24.75
15:54:46,24.75
15:54:47,24.75
15:54:48,24.75
15:54:49,24.75
15:54:50,24.75
15:54:51,24.75
15:54:52,24.75
15:54:53,24.75
15:54:54,24.75
15:54:55,24.75
15:54:56,24.75
15:54:57,24.75
15:54:58,24.75
15:54:59,24.75
15:55:01,24.75
15:55:01,24.75
15:55:02,24.75
15:55:03,24.75
15:55:04,24.75
15:55:05,24.75
15:55:07,24.75
15:55:08,24.75
15:55:08,24.75
15:55:09,24.75
15:55:10,24.75
15:55:11,24.75
15:55:13,24.75
15:55:14,24.75
15:55:14,24.75
15:55:15,24.75
15:55:16,24.75
15:55:17,24.75
15:55:19,24.75
15:55:20,24.75
15:55:21,24.5
15:55:22,24.75
15:55:22,24.75
15:55:23,24.75
15:55:25,24.75
15:55:26,24.75
15:55:27,24.75
15:55:28,24.75
15:55:28,24.75
15:55:29,24.75
15:55:31,24.75
15:55:32,24.75
15:55:33,24.75
15:55:34,24.75
15:55:35,24.5
15:55:35,24.75
15:55:37,24.75
15:55:38,24.75
15:55:39,24.75
15:55:40,24.75
15:55:41,24.75
15:55:42,24.75
15:55:43,24.75
15:55:44,24.75
15:55:45,24.75
15:55:46,24.75
15:55:47,24.75
15:55:48,24.75
15:55:49,24.75
15:55:50,24.75
15:55:51,24.5
15:55:52,24.75
15:55:53,24.75
15:55:54,24.75
15:55:55,24.5
15:55:56,24.75
15:55:57,24.75
15:55:58,24.75
15:55:59,24.5
15:56:00,24.5
15:56:01,24.75
15:56:02,24.5
15:56:03,24.75
15:56:04,24.75
15:56:05,24.75
15:56:06,24.5
15:56:07,24.5
15:56:08,24.5
15:56:09,24.75
15:56:10,24.5
15:56:11,24.5
15:56:13,24.5
15:56:14,24.75
15:56:15,24.75
15:56:15,24.5
15:56:17,24.75
15:56:18,24.75
15:56:19,24.75
15:56:20,24.75
15:56:21,24.75
15:56:22,24.75
15:56:23,24.75
15:56:24,24.5
15:56:25,24.75
15:56:26,24.5
15:56:27,24.75
15:56:28,24.75
15:56:29,24.75
15:56:30,24.75
15:56:31,24.75
15:56:32,24.5
15:56:33,24.75
15:56:34,24.75
15:56:35,24.75
15:56:36,24.75
15:56:37,24.5
15:56:38,24.75
15:56:39,24.5
15:56:40,24.75
15:56:41,24.75
15:56:42,24.75
15:56:43,24.75
15:56:44,24.5
15:56:45,24.75
15:56:47,24.75
15:56:48,24.5
15:56:48,24.5
15:56:49,24.75
15:56:50,24.75
15:56:51,24.5
15:56:53,24.5
15:56:54,24.5
15:56:54,24.5
15:56:55,24.75
15:56:56,24.75
15:56:57,24.75
15:56:59,24.75
15:57:00,24.5
15:57:01,24.5
15:57:02,24.75
15:57:02,24.5
15:57:03,24.5
15:57:05,24.75
15:57:06,24.5
15:57:07,24.5
15:57:08,24.75
15:57:08,24.5
15:57:09,24.5
15:57:11,24.5
15:57:12,24.5
15:57:13,24.75
15:57:14,24.5
15:57:14,24.5
15:57:15,24.5
15:57:17,24.5
15:57:18,24.5
15:57:19,24.75
15:57:20,24.5
15:57:21,24.5
15:57:22,24.5
15:57:23,24.5
15:57:24,24.5
15:57:25,24.5
15:57:26,24.5
15:57:27,24.5
15:57:28,24.5
15:57:29,24.5
15:57:30,24.5
15:57:31,24.5
15:57:32,24.5
15:57:33,24.5
15:57:34,24.5
15:57:35,24.5
15:57:36,24.5
15:57:37,24.5
15:57:38,24.5
15:57:39,24.5
15:57:41,24.5
15:57:41,24.5
15:57:42,24.5
15:57:43,24.5
15:57:44,24.75
15:57:46,24.5
15:57:47,24.75
15:57:48,24.5
15:57:48,24.5
15:57:50,24.75
15:57:51,24.75
15:57:52,24.75
15:57:53,24.5
15:57:54,24.5
15:57:55,24.5
15:58:30,24.5
15:59:29,24.75
15:59:32,25.0
15:59:33,24.75
15:59:34,25.0
15:59:35,25.25
15:59:36,25.0
15:59:37,24.75
15:59:38,25.0
15:59:39,25.0
15:59:40,25.0
15:59:41,25.0
15:59:42,25.25
15:59:43,25.25
15:59:44,25.25
15:59:45,25.25
15:59:46,25.25
15:59:47,25.25
15:59:48,25.25
15:59:51,25.25
15:59:52,25.5
16:03:57,24.75
16:03:58,24.75
16:04:00,24.75
16:04:01,24.75
16:04:02,24.75
16:04:03,24.75
16:04:03,24.5
16:04:05,24.75
16:04:06,24.75
16:04:07,24.75
16:04:11,24.75
16:04:11,24.75
16:05:07,24.5
16:05:08,24.5
16:07:14,24.5
16:07:15,24.5
16:07:16,24.75
16:07:17,24.75
16:07:18,24.5
16:07:19,24.5
16:07:21,24.5
16:07:22,24.5
16:07:27,24.75
16:07:28,24.5
