Time,temperature
15:50:00,23.75
15:50:01,24.0
15:50:01,23.75
15:50:03,23.75
15:50:04,23.75
15:50:05,23.75
15:50:06,24.0
15:50:07,23.75
15:50:08,23.75
15:50:09,24.0
15:50:10,23.75
15:50:11,23.75
15:50:12,24.0
15:50:13,23.75
15:50:14,23.75
15:50:15,24.0
15:50:16,24.0
15:50:17,23.75
15:50:18,23.75
15:50:20,23.75
15:50:21,23.75
15:50:21,23.75
15:50:22,23.75
15:50:24,23.75
15:50:25,24.0
15:50:26,23.75
15:50:27,24.0
15:51:38,24.5
15:51:39,24.75
15:51:40,24.75
15:51:41,24.75
15:51:42,24.5
15:51:43,24.5
15:51:44,24.75
15:51:45,24.75
15:51:46,24.75
15:51:51,24.75
15:51:51,24.75
15:51:56,24.75
15:51:57,24.75
15:52:54,24.5
15:52:55,24.75
