Time,temperature
15:46:41,23.75
15:46:42,24.0
15:46:43,24.0
15:46:44,24.0
15:46:45,24.0
15:46:46,24.0
15:46:47,24.0
15:46:48,24.0
15:46:49,24.0
15:46:50,24.0
15:46:51,24.0
15:46:52,23.75
15:46:53,24.0
15:46:54,23.75
15:46:55,23.75
15:46:56,24.0
15:46:57,24.0
15:46:58,23.75
15:46:59,24.0
15:47:00,24.0
15:47:01,24.0
15:47:03,24.0
15:47:03,24.0
15:47:04,24.0
15:47:05,24.0
15:47:06,24.0
15:47:08,23.75
15:47:09,23.75
15:47:10,24.0
15:47:10,24.0
15:47:11,24.0
15:47:13,23.75
15:47:14,24.0
15:47:15,24.0
15:47:16,24.0
15:47:17,23.75
15:47:17,23.75
15:47:19,24.0
15:47:20,24.0
15:47:21,24.0
15:47:22,24.0
15:47:23,24.0
15:47:24,24.0
15:47:25,24.0
15:47:26,24.0
15:47:27,24.0
15:47:28,23.75
15:47:29,24.0
15:47:30,24.0
15:47:31,23.75
15:47:32,24.0
15:47:33,24.0
15:47:34,24.0
15:47:36,23.75
15:47:36,24.0
15:47:37,23.75
15:47:38,23.75
15:47:39,24.0
15:47:41,23.75
15:47:42,24.0
15:47:43,24.0
15:47:43,24.0
15:47:44,24.0
15:47:46,24.0
15:47:47,23.75
15:47:48,24.0
15:47:49,24.0
15:47:50,23.75
15:47:51,24.0
15:47:52,24.0
15:47:53,23.75
15:47:54,23.75
15:47:55,24.0
15:47:56,24.0
15:47:57,24.0
