Time,temperature
14:22:14,23.0
14:22:17,23.0
14:22:20,23.0
14:22:23,23.0
14:22:26,23.0
14:22:29,23.0
14:22:32,23.0
14:22:35,23.0
14:22:38,23.0
14:22:41,23.0
14:22:44,23.25
14:22:47,23.0
14:22:51,23.0
14:22:53,23.0
14:22:56,23.25
14:22:59,23.25
14:23:02,23.25
14:23:05,23.0
14:23:08,23.0
14:23:12,23.0
14:23:14,23.0
14:23:17,23.0
14:23:20,23.0
14:23:24,23.0
14:23:26,23.0
14:23:29,22.75
14:23:33,22.75
14:23:36,23.0
14:23:38,23.0
14:23:41,22.75
14:23:45,23.0
14:23:47,22.75
14:23:50,23.0
14:23:54,23.0
14:23:57,23.0
14:23:59,23.0
14:24:02,23.0
14:24:06,23.0
14:24:09,23.0
14:24:11,22.75
14:24:15,23.0
14:24:18,23.0
14:24:21,23.0
14:24:23,23.0
14:24:27,23.0
14:24:30,22.75
14:24:32,23.0
14:24:35,23.0
14:24:39,23.0
14:24:42,23.0
14:24:44,23.0
14:24:48,23.0
14:24:51,22.75
14:24:54,23.0
14:24:56,23.0
14:25:00,23.0
14:25:03,23.0
14:25:06,23.0
14:25:09,23.0
14:25:12,23.0
14:25:15,23.0
14:25:18,23.25
14:25:21,23.0
14:25:24,23.0
14:25:27,23.25
14:25:30,23.0
14:25:33,23.0
14:25:36,23.25
14:25:39,23.0
14:25:42,23.0
14:25:45,23.0
14:25:48,22.75
14:25:51,22.75
14:25:54,22.75
14:25:57,22.75
14:26:00,22.75
14:26:03,22.75
14:26:06,22.75
14:26:09,22.75
14:26:12,22.75
14:26:15,22.75
14:26:18,22.75
14:26:21,22.75
14:26:24,22.75
14:26:27,22.75
14:26:30,22.75
14:26:33,22.75
14:26:37,22.75
14:26:39,22.75
14:26:42,22.75
14:26:45,23.0
14:26:49,22.75
14:26:51,22.75
14:26:54,22.75
14:26:58,22.75
14:27:00,22.75
14:27:03,22.5
14:27:06,22.5
14:27:10,22.5
