Time,temperature
14:06:10,23.0
14:06:13,23.0
14:06:15,23.0
14:06:19,23.0
14:06:22,23.0
14:06:27,23.0
14:06:31,23.0
14:06:34,23.0
14:06:37,23.0
14:06:39,23.0
14:06:43,23.0
14:06:46,23.0
14:06:49,23.0
14:06:52,23.0
14:06:55,23.0
14:06:58,23.0
14:07:01,23.0
14:07:04,23.0
14:07:07,23.0
14:07:10,23.0
14:07:13,23.0
14:07:16,23.0
14:07:19,23.0
14:07:22,22.75
14:07:25,23.0
14:07:28,23.0
14:07:31,23.0
14:07:34,23.0
14:07:37,23.0
14:07:40,22.75
14:07:43,22.75
14:07:46,23.0
14:07:49,22.75
14:07:52,22.75
14:07:55,22.75
14:07:58,22.75
14:08:01,22.75
14:08:04,22.75
14:08:07,22.75
14:08:10,23.0
14:08:13,22.75
14:08:16,23.0
14:08:19,23.0
14:08:22,23.0
14:08:25,23.0
14:08:28,23.0
14:08:31,23.0
14:08:34,23.0
14:08:37,23.0
14:08:40,23.0
14:08:43,23.0
14:08:46,23.0
14:08:49,23.0
14:08:53,23.0
14:08:55,23.0
14:08:58,23.0
14:09:01,23.0
14:09:04,23.0
14:09:07,22.75
14:09:10,23.0
14:09:14,23.0
14:09:16,23.0
14:09:19,23.0
14:09:23,23.0
14:09:26,23.0
14:09:28,23.0
14:09:31,23.0
14:09:35,23.0
14:09:38,23.0
14:09:40,23.0
14:09:43,23.0
14:09:47,23.0
14:09:49,22.75
14:09:52,23.0
14:09:56,22.75
14:09:59,22.75
14:10:01,22.75
14:10:05,22.75
14:10:08,22.5
14:10:11,22.75
14:10:13,22.75
14:10:17,22.75
14:10:20,22.75
14:10:22,23.0
14:10:25,22.75
14:10:29,23.0
14:10:32,23.0
14:10:34,23.0
14:10:38,23.0
14:10:41,22.75
14:10:44,22.75
14:10:46,23.0
14:10:50,23.0
14:10:53,22.75
14:10:56,22.75
14:10:59,23.0
14:11:02,23.0
14:11:05,23.0
14:11:07,23.0
14:11:11,23.0
14:11:14,23.0
14:11:17,22.75
14:11:19,22.75
14:11:23,22.75
14:11:26,22.75
14:11:29,22.5
14:11:32,22.5
14:11:35,22.5
14:11:38,22.5
14:11:41,22.5
14:11:44,22.5
14:11:47,22.5
14:11:50,22.75
14:11:53,22.5
14:11:56,22.5
14:11:59,22.5
14:12:02,22.5
14:12:05,22.5
14:12:08,22.75
14:12:11,22.75
14:12:14,22.5
14:12:17,22.5
14:12:20,22.75
14:12:23,22.75
14:12:26,22.75
14:12:29,22.75
14:12:32,22.75
14:12:35,22.75
14:12:38,22.75
14:12:41,22.75
14:12:44,22.75
14:12:47,22.75
14:12:50,22.75
14:12:53,23.0
14:12:56,22.75
14:13:00,23.0
14:13:02,22.75
14:13:05,23.0
14:13:08,23.0
14:13:11,22.75
14:13:14,22.75
14:13:17,22.75
14:13:21,23.0
14:13:23,22.75
14:13:26,23.0
14:13:29,22.75
14:13:33,23.0
14:13:35,22.75
14:13:38,23.0
