Time,temperature
15:35:32,23.75
15:35:34,23.75
15:35:37,24.0
15:35:41,24.0
15:35:44,23.75
15:35:46,23.75
15:35:50,23.75
15:35:53,23.5
15:35:56,23.75
15:35:58,23.75
15:36:02,23.5
15:36:05,23.5
15:36:07,23.75
15:36:11,23.5
15:36:14,23.5
15:36:17,23.5
15:36:19,23.5
15:36:23,23.5
15:36:26,23.5
15:36:29,23.5
15:36:32,23.5
15:36:35,23.5
15:36:38,23.25
15:37:23,23.25
15:37:26,23.25
15:37:29,23.25
15:37:32,23.25
15:37:35,23.25
15:37:38,23.25
15:37:41,23.25
15:37:44,23.25
15:37:47,23.25
15:37:50,23.25
15:37:53,23.25
15:37:56,23.25
15:37:59,23.0
15:38:02,23.0
15:38:05,23.25
15:38:08,23.25
15:38:11,23.0
15:38:14,23.0
15:38:17,23.0
15:38:20,23.0
15:38:23,22.75
15:38:26,22.75
15:38:30,22.75
15:38:32,22.75
15:38:35,22.75
15:38:42,22.5
15:38:44,22.5
15:38:47,22.75
15:38:50,22.75
15:38:54,22.75
15:38:59,22.5
15:39:02,22.5
15:39:06,22.5
15:39:08,22.75
15:39:11,22.5
15:39:14,22.5
15:39:18,22.5
15:39:20,22.5
15:39:23,22.25
15:39:27,22.5
15:39:30,22.25
15:39:32,22.5
15:39:35,22.5
15:39:39,22.5
15:39:42,22.25
15:39:44,22.25
15:39:48,22.25
15:39:51,22.5
15:39:54,22.5
15:39:56,22.25
15:40:00,22.25
15:40:03,22.5
15:40:05,22.5
15:40:09,22.25
15:40:12,22.5
15:40:15,22.25
15:40:17,22.25
15:40:21,22.5
15:40:24,22.5
15:40:27,22.25
15:40:30,22.5
15:40:33,22.5
15:40:36,22.5
15:40:39,22.5
15:40:42,22.25
15:40:45,22.5
15:40:48,22.5
15:40:51,22.5
15:40:54,22.25
15:40:57,22.5
15:41:00,22.25
15:41:03,22.25
15:41:06,22.5
15:41:09,22.5
15:41:12,22.5
15:41:15,22.5
15:41:18,22.5
15:41:21,22.5
15:41:24,22.5
15:41:27,22.5
15:41:30,22.5
15:41:33,22.5
15:41:36,22.5
15:41:39,22.5
15:41:42,22.5
15:41:45,22.5
15:41:48,22.5
15:41:51,22.5
15:41:54,22.5
15:41:57,22.5
15:42:00,22.25
15:42:03,22.75
15:42:06,22.5
15:42:10,22.5
15:42:12,22.75
15:42:15,22.5
15:42:18,22.75
15:42:22,22.5
15:42:24,22.5
15:42:27,22.75
15:42:31,22.5
15:42:33,22.5
15:42:36,22.5
15:42:39,22.5
15:42:43,22.5
15:42:45,22.5
15:42:48,22.5
15:42:52,22.5
15:42:55,22.5
15:42:57,22.5
15:43:00,22.75
15:43:36,22.5
15:43:57,22.75
15:44:01,22.75
15:44:10,22.75
15:45:40,22.75
15:45:43,22.75
15:45:46,22.75
15:45:49,22.75
15:45:52,22.75
15:45:55,22.75
15:45:58,22.75
15:46:01,22.75
15:46:04,22.5
15:46:07,22.5
15:46:10,22.5
15:46:13,22.5
15:46:16,22.5
15:46:19,22.5
15:46:22,22.5
15:46:25,22.5
15:46:28,22.5
15:46:31,22.5
15:46:34,22.75
15:46:37,22.5
15:46:40,22.5
15:46:44,22.75
15:46:46,22.5
15:46:49,22.5
15:46:52,22.5
15:46:55,22.5
15:46:58,22.5
15:47:01,22.25
15:47:04,22.5
15:47:07,22.5
15:47:10,22.5
15:47:13,22.5
15:47:17,22.75
15:47:19,22.5
15:47:22,22.5
15:47:25,22.75
15:47:29,22.5
15:47:31,22.75
15:47:34,22.75
15:47:38,22.5
15:47:40,22.5
15:47:43,22.75
15:47:46,22.5
15:47:50,22.5
15:47:52,22.5
15:47:55,22.5
15:47:59,22.5
15:48:02,22.5
15:48:04,22.5
15:48:07,22.25
15:48:11,22.5
15:48:13,22.25
15:48:16,22.5
15:48:20,22.5
15:48:23,22.25
15:48:25,22.5
15:48:28,22.25
15:48:32,22.5
15:48:35,22.5
15:48:37,22.5
15:48:41,22.5
15:48:44,22.5
15:48:47,22.5
15:48:49,22.5
15:48:53,22.5
15:48:56,22.5
15:48:59,22.5
15:49:02,22.5
15:49:05,22.5
15:49:08,22.5
15:49:10,22.5
15:49:14,22.5
15:49:17,22.5
15:49:20,22.5
15:49:23,22.5
15:49:26,22.5
15:49:29,22.5
15:49:32,22.25
15:49:35,22.5
15:49:38,22.5
15:49:41,22.5
15:49:43,22.5
15:49:47,22.5
15:49:50,22.5
15:49:53,22.25
15:49:56,22.5
15:49:59,22.5
15:50:02,22.25
15:50:05,22.5
15:50:08,22.25
15:50:11,22.5
15:50:14,22.5
15:50:17,22.25
15:50:20,22.25
15:50:23,22.25
15:50:26,22.25
15:50:29,22.25
15:50:32,22.5
15:50:35,22.25
15:50:38,22.25
15:50:41,22.25
15:50:44,22.25
15:50:47,22.25
15:50:50,22.5
15:50:53,22.25
15:50:56,22.25
15:50:59,22.25
15:51:03,22.5
15:51:05,22.5
15:51:08,22.5
15:51:11,22.5
15:51:15,22.5
15:51:17,22.5
15:51:20,22.5
15:51:24,22.5
15:51:26,22.5
15:51:29,22.5
15:51:32,22.5
15:51:36,22.75
15:51:38,22.5
15:51:41,22.5
