Time,temperature
16:55:43,24.0
16:55:44,24.0
16:55:45,24.0
16:55:46,24.0
16:55:47,24.0
16:55:47,24.0
16:55:49,24.0
16:55:50,24.0
16:55:51,24.0
16:55:52,24.0
16:55:53,23.75
16:55:54,24.0
16:55:55,24.0
16:55:56,23.75
16:55:57,24.0
16:55:58,23.75
16:55:59,24.0
16:56:00,24.0
16:56:01,23.75
16:56:02,24.0
16:56:03,24.0
16:56:04,24.0
16:56:05,23.75
16:56:06,24.0
16:56:07,23.75
16:56:08,23.75
16:56:09,24.0
16:56:10,23.75
16:56:11,23.75
16:56:13,23.75
16:56:14,23.75
16:56:14,23.75
16:56:15,23.75
16:56:16,23.75
16:56:17,23.75
16:56:19,23.75
16:56:20,23.75
16:56:20,23.75
16:56:21,23.75
16:56:22,23.75
16:56:23,23.75
16:56:25,23.75
16:56:26,23.75
16:56:26,23.75
16:56:27,23.75
16:56:28,24.0
16:56:29,23.75
16:56:31,23.75
16:56:32,23.75
16:56:33,23.75
16:56:34,23.75
16:56:34,23.75
16:56:35,23.75
16:56:37,24.0
16:56:38,23.75
16:56:39,23.75
16:58:22,23.75
16:59:16,25.0
16:59:17,25.5
16:59:18,25.5
16:59:19,25.5
16:59:20,25.5
16:59:21,25.5
16:59:22,25.5
16:59:23,25.5
16:59:24,25.75
16:59:25,25.75
16:59:26,25.5
16:59:27,25.75
16:59:28,25.5
16:59:29,25.75
16:59:30,25.5
16:59:31,25.5
16:59:32,25.75
16:59:33,25.5
16:59:34,25.5
16:59:35,25.75
16:59:36,25.5
16:59:37,25.25
16:59:38,25.5
16:59:40,25.5
16:59:41,25.5
16:59:41,25.75
16:59:42,25.5
16:59:43,25.75
16:59:44,25.5
16:59:46,25.5
16:59:47,25.75
16:59:47,25.75
16:59:48,25.5
16:59:49,25.5
16:59:50,25.75
16:59:52,25.75
16:59:53,25.5
16:59:54,25.5
16:59:54,25.5
16:59:55,25.5
16:59:56,25.5
16:59:58,25.5
16:59:59,25.75
17:00:00,25.75
17:00:01,25.5
17:00:04,25.5
17:00:05,25.75
17:00:06,25.75
